travel_date,travel_time,travel_from,max_capacity,number_of_tickets,year,month,day
2,424,14,49,12.0,2017,12,20
2,350,6,11,1.0,2017,12,20
2,370,6,11,1.0,2017,12,20
4,630,7,11,4.0,2018,2,16
4,610,7,11,9.0,2018,2,16
4,620,7,11,2.0,2018,2,16
4,600,7,11,10.0,2018,2,16
2,420,14,49,1.0,2017,12,20
2,430,14,49,1.0,2017,12,20
2,425,14,49,3.0,2017,12,20
2,424,6,49,1.0,2017,12,20
4,590,7,11,8.0,2018,2,16
4,580,7,11,11.0,2018,2,16
3,428,9,49,8.0,2017,12,21
3,434,14,49,8.0,2017,12,21
3,433,9,49,13.0,2017,12,21
3,424,1,49,34.0,2017,12,21
3,430,1,49,4.0,2017,12,21
3,429,1,49,37.0,2017,12,21
3,432,9,49,48.0,2017,12,21
4,570,7,11,9.0,2018,2,16
4,560,7,11,10.0,2018,2,16
4,550,7,11,10.0,2018,2,16
3,424,4,49,3.0,2017,12,21
4,540,7,11,10.0,2018,2,16
4,530,7,11,9.0,2018,2,16
4,520,7,11,10.0,2018,2,16
4,510,7,11,11.0,2018,2,16
4,500,7,11,9.0,2018,2,16
4,490,7,11,11.0,2018,2,16
4,480,7,11,8.0,2018,2,16
4,460,7,11,6.0,2018,2,16
4,470,7,11,10.0,2018,2,16
3,435,9,49,40.0,2017,12,21
4,450,7,11,11.0,2018,2,16
4,440,7,11,10.0,2018,2,16
4,429,7,11,6.0,2018,2,16
4,420,7,11,9.0,2018,2,16
4,390,7,11,1.0,2018,2,16
4,410,7,11,1.0,2018,2,16
4,310,7,11,1.0,2018,2,16
4,300,7,11,1.0,2018,2,16
4,340,7,11,1.0,2018,2,16
3,426,7,49,7.0,2018,2,15
3,590,7,11,1.0,2018,2,15
3,440,7,11,10.0,2018,2,15
3,560,7,11,1.0,2018,2,15
3,570,7,11,1.0,2018,2,15
3,550,7,11,11.0,2018,2,15
3,424,7,49,1.0,2018,2,15
3,540,7,11,9.0,2018,2,15
3,520,7,11,11.0,2018,2,15
3,530,7,11,7.0,2018,2,15
3,510,7,11,10.0,2018,2,15
3,500,7,11,5.0,2018,2,15
3,490,7,11,7.0,2018,2,15
3,426,6,49,2.0,2017,12,21
3,480,7,11,9.0,2018,2,15
3,434,6,49,1.0,2017,12,21
3,470,7,11,4.0,2018,2,15
3,460,7,11,8.0,2018,2,15
3,450,7,11,10.0,2018,2,15
3,400,6,11,1.0,2017,12,21
3,429,7,11,9.0,2018,2,15
3,427,7,49,16.0,2018,2,15
3,429,7,49,13.0,2018,2,15
3,420,7,11,9.0,2018,2,15
3,410,7,11,9.0,2018,2,15
3,400,7,11,6.0,2018,2,15
3,430,14,49,1.0,2017,12,21
3,433,14,49,5.0,2017,12,21
3,390,7,11,1.0,2018,2,15
3,425,14,49,4.0,2017,12,21
3,340,6,11,2.0,2017,12,21
3,429,14,49,1.0,2017,12,21
3,431,1,49,2.0,2017,12,21
3,424,14,49,4.0,2017,12,21
4,429,1,49,27.0,2017,12,22
4,424,1,49,18.0,2017,12,22
4,434,14,49,8.0,2017,12,22
4,432,9,49,19.0,2017,12,22
4,426,6,49,9.0,2017,12,22
4,428,9,49,4.0,2017,12,22
4,424,4,49,3.0,2017,12,22
4,600,4,11,1.0,2017,12,22
2,424,7,49,2.0,2018,2,14
2,426,7,49,13.0,2018,2,14
2,425,7,49,1.0,2018,2,14
2,428,7,49,1.0,2018,2,14
2,360,7,11,1.0,2018,2,14
2,650,7,11,5.0,2018,2,14
2,640,7,11,11.0,2018,2,14
2,630,7,11,11.0,2018,2,14
2,620,7,11,10.0,2018,2,14
4,530,6,11,1.0,2017,12,22
2,610,7,11,11.0,2018,2,14
2,600,7,11,9.0,2018,2,14
2,427,7,49,16.0,2018,2,14
2,590,7,11,11.0,2018,2,14
2,580,7,11,11.0,2018,2,14
2,570,7,11,9.0,2018,2,14
2,560,7,11,6.0,2018,2,14
2,550,7,11,10.0,2018,2,14
2,540,7,11,9.0,2018,2,14
2,530,7,11,11.0,2018,2,14
2,520,7,11,11.0,2018,2,14
2,500,7,11,11.0,2018,2,14
2,510,7,11,9.0,2018,2,14
2,490,7,11,10.0,2018,2,14
2,480,7,11,7.0,2018,2,14
2,470,7,11,7.0,2018,2,14
2,460,7,11,7.0,2018,2,14
2,450,7,11,6.0,2018,2,14
2,432,7,49,6.0,2018,2,14
2,440,7,11,5.0,2018,2,14
2,429,7,11,9.0,2018,2,14
2,420,7,11,8.0,2018,2,14
4,428,14,49,3.0,2017,12,22
4,425,14,49,12.0,2017,12,22
4,435,9,49,12.0,2017,12,22
4,340,6,11,2.0,2017,12,22
2,300,7,11,1.0,2018,2,14
4,433,14,49,1.0,2017,12,22
4,424,14,49,3.0,2017,12,22
1,426,7,49,18.0,2018,2,13
5,424,14,49,8.0,2017,12,23
1,428,7,49,1.0,2018,2,13
1,433,7,49,1.0,2018,2,13
5,429,1,49,33.0,2017,12,23
5,428,9,49,14.0,2017,12,23
1,630,7,11,1.0,2018,2,13
1,620,7,11,11.0,2018,2,13
1,425,7,49,2.0,2018,2,13
5,434,14,49,5.0,2017,12,23
5,432,9,49,39.0,2017,12,23
5,433,9,49,10.0,2017,12,23
1,610,7,11,11.0,2018,2,13
5,1143,6,49,2.0,2017,12,23
5,427,6,49,1.0,2017,12,23
5,425,14,49,2.0,2017,12,23
5,390,6,11,4.0,2017,12,23
5,424,4,49,3.0,2017,12,23
5,424,6,49,1.0,2017,12,23
5,424,1,49,11.0,2017,12,23
5,370,6,11,2.0,2017,12,23
5,435,9,49,7.0,2017,12,23
5,426,6,49,2.0,2017,12,23
5,340,6,11,1.0,2017,12,23
5,330,4,11,3.0,2017,12,23
5,426,4,49,1.0,2017,12,23
5,320,6,11,2.0,2017,12,23
1,600,7,11,10.0,2018,2,13
1,590,7,11,11.0,2018,2,13
6,429,1,49,18.0,2017,12,24
6,434,14,49,2.0,2017,12,24
1,580,7,11,6.0,2018,2,13
1,300,7,11,2.0,2018,2,13
6,426,6,49,1.0,2017,12,24
1,570,7,11,10.0,2018,2,13
6,424,14,49,4.0,2017,12,24
6,424,1,49,14.0,2017,12,24
6,425,14,49,3.0,2017,12,24
1,560,7,11,11.0,2018,2,13
1,550,7,11,11.0,2018,2,13
1,426,4,49,1.0,2017,12,26
1,520,4,11,1.0,2017,12,26
1,340,6,11,1.0,2017,12,26
1,426,6,49,2.0,2017,12,26
1,424,14,49,1.0,2017,12,26
1,428,14,49,2.0,2017,12,26
1,390,6,11,1.0,2017,12,26
2,429,1,49,30.0,2017,12,27
1,540,7,11,6.0,2018,2,13
2,435,9,49,48.0,2017,12,27
2,428,9,49,49.0,2017,12,27
1,530,7,11,8.0,2018,2,13
2,424,4,49,1.0,2017,12,27
2,420,9,49,47.0,2017,12,27
2,432,9,49,47.0,2017,12,27
2,433,9,49,47.0,2017,12,27
2,424,1,49,8.0,2017,12,27
2,426,6,49,1.0,2017,12,27
2,429,14,49,2.0,2017,12,27
2,424,14,49,2.0,2017,12,27
2,340,6,11,1.0,2017,12,27
2,425,14,49,7.0,2017,12,27
2,1145,6,49,1.0,2017,12,27
2,427,6,49,2.0,2017,12,27
1,520,7,11,10.0,2018,2,13
1,510,7,11,9.0,2018,2,13
1,500,7,11,11.0,2018,2,13
3,429,1,49,26.0,2017,12,28
3,428,9,49,24.0,2017,12,28
3,435,9,49,31.0,2017,12,28
3,432,9,49,19.0,2017,12,28
3,424,4,49,2.0,2017,12,28
1,490,7,11,9.0,2018,2,13
1,480,7,11,11.0,2018,2,13
1,470,7,11,10.0,2018,2,13
3,424,14,49,2.0,2017,12,28
1,460,7,11,11.0,2018,2,13
1,450,7,11,11.0,2018,2,13
1,440,7,11,10.0,2018,2,13
1,420,7,11,12.0,2018,2,13
1,429,7,11,7.0,2018,2,13
1,410,7,11,10.0,2018,2,13
1,429,7,49,11.0,2018,2,13
1,400,7,11,9.0,2018,2,13
1,390,7,11,9.0,2018,2,13
1,380,7,11,11.0,2018,2,13
3,425,14,49,1.0,2017,12,28
1,360,7,11,1.0,2018,2,13
1,370,7,11,6.0,2018,2,13
3,1143,6,49,1.0,2017,12,28
3,424,1,49,33.0,2017,12,28
3,430,1,49,2.0,2017,12,28
3,420,9,49,3.0,2017,12,28
4,432,9,49,18.0,2017,12,29
4,428,9,49,26.0,2017,12,29
4,424,14,49,2.0,2017,12,29
4,429,1,49,22.0,2017,12,29
6,426,7,49,9.0,2018,12,2
6,651,7,11,9.0,2018,12,2
6,650,7,11,6.0,2018,12,2
6,640,7,11,4.0,2018,12,2
6,630,7,11,11.0,2018,12,2
6,620,7,11,7.0,2018,12,2
6,610,7,11,10.0,2018,12,2
6,600,7,11,10.0,2018,12,2
6,590,7,11,10.0,2018,12,2
6,560,7,11,6.0,2018,12,2
6,580,7,11,11.0,2018,12,2
6,550,7,11,7.0,2018,12,2
4,435,9,49,26.0,2017,12,29
4,429,14,49,2.0,2017,12,29
6,570,7,11,7.0,2018,12,2
6,540,7,11,11.0,2018,12,2
6,480,7,11,10.0,2018,12,2
6,530,7,11,8.0,2018,12,2
6,520,7,11,7.0,2018,12,2
4,425,14,49,1.0,2017,12,29
6,510,7,11,11.0,2018,12,2
6,500,7,11,11.0,2018,12,2
4,424,1,49,27.0,2017,12,29
4,427,6,49,1.0,2017,12,29
4,310,5,11,1.0,2017,12,29
4,426,4,49,1.0,2017,12,29
4,420,9,49,1.0,2017,12,29
6,490,7,11,10.0,2018,12,2
4,428,6,49,1.0,2017,12,29
5,429,1,49,30.0,2017,12,30
5,428,9,49,24.0,2017,12,30
5,433,9,49,17.0,2017,12,30
5,654,6,11,1.0,2017,12,30
5,432,9,49,11.0,2017,12,30
5,420,9,49,1.0,2017,12,30
5,424,14,49,4.0,2017,12,30
5,435,9,49,26.0,2017,12,30
5,426,6,49,5.0,2017,12,30
5,427,6,49,4.0,2017,12,30
5,390,6,11,1.0,2017,12,30
5,429,14,49,4.0,2017,12,30
5,425,14,49,1.0,2017,12,30
5,424,1,49,31.0,2017,12,30
5,370,6,11,3.0,2017,12,30
6,420,7,11,5.0,2018,12,2
6,427,7,49,13.0,2018,12,2
5,300,6,11,1.0,2017,12,30
6,425,14,49,11.0,2017,12,31
6,432,9,49,7.0,2017,12,31
6,420,9,49,9.0,2017,12,31
6,435,9,49,7.0,2017,12,31
6,429,1,49,9.0,2017,12,31
6,433,9,49,11.0,2017,12,31
6,470,7,11,9.0,2018,12,2
6,450,7,11,9.0,2018,12,2
6,424,4,49,2.0,2017,12,31
6,428,9,49,26.0,2017,12,31
6,429,14,49,4.0,2017,12,31
6,300,6,11,1.0,2017,12,31
6,434,14,49,2.0,2017,12,31
6,424,1,49,32.0,2017,12,31
6,424,14,49,3.0,2017,12,31
6,460,7,11,7.0,2018,12,2
0,432,9,49,2.0,2018,1,1
0,435,9,49,2.0,2018,1,1
0,428,9,49,6.0,2018,1,1
0,425,14,49,5.0,2018,1,1
0,428,14,49,1.0,2018,1,1
0,429,14,49,4.0,2018,1,1
0,424,1,49,23.0,2018,1,1
0,400,4,11,1.0,2018,1,1
0,429,1,49,5.0,2018,1,1
6,440,7,11,6.0,2018,12,2
6,429,7,11,8.0,2018,12,2
3,428,9,49,10.0,2018,2,1
3,435,9,49,4.0,2018,2,1
3,432,9,49,3.0,2018,2,1
3,424,1,49,10.0,2018,2,1
3,429,1,49,2.0,2018,2,1
6,340,7,11,1.0,2018,12,2
6,300,7,11,1.0,2018,12,2
3,428,9,49,4.0,2018,3,1
3,435,9,49,12.0,2018,3,1
4,426,7,49,8.0,2018,11,2
3,424,14,49,3.0,2018,3,1
3,425,14,49,7.0,2018,3,1
4,400,7,11,1.0,2018,11,2
4,390,7,11,9.0,2018,11,2
4,666,7,11,3.0,2018,11,2
4,665,7,11,8.0,2018,11,2
4,664,7,11,10.0,2018,11,2
4,663,7,11,8.0,2018,11,2
4,662,7,11,8.0,2018,11,2
4,661,7,11,9.0,2018,11,2
4,660,7,11,10.0,2018,11,2
4,659,7,11,9.0,2018,11,2
3,434,14,49,2.0,2018,3,1
4,658,7,11,11.0,2018,11,2
4,657,7,11,7.0,2018,11,2
3,424,1,49,26.0,2018,3,1
3,429,14,49,2.0,2018,3,1
4,656,7,11,11.0,2018,11,2
4,655,7,11,11.0,2018,11,2
4,654,7,11,3.0,2018,11,2
4,1144,7,49,23.0,2018,11,2
4,650,7,11,2.0,2018,11,2
4,651,7,11,1.0,2018,11,2
4,630,7,11,3.0,2018,11,2
6,435,9,49,14.0,2018,4,1
6,428,9,49,11.0,2018,4,1
6,429,14,49,3.0,2018,4,1
4,640,7,11,4.0,2018,11,2
4,620,7,11,5.0,2018,11,2
4,600,7,11,5.0,2018,11,2
4,610,7,11,4.0,2018,11,2
4,590,7,11,7.0,2018,11,2
4,580,7,11,11.0,2018,11,2
4,570,7,11,6.0,2018,11,2
6,560,6,11,1.0,2018,4,1
6,424,14,49,3.0,2018,4,1
6,425,14,49,3.0,2018,4,1
6,424,1,49,30.0,2018,4,1
6,420,9,49,1.0,2018,4,1
6,433,9,49,3.0,2018,4,1
6,432,9,49,1.0,2018,4,1
4,560,7,11,7.0,2018,11,2
4,550,7,11,4.0,2018,11,2
4,540,7,11,8.0,2018,11,2
4,520,7,11,9.0,2018,11,2
4,530,7,11,8.0,2018,11,2
4,510,7,11,10.0,2018,11,2
1,435,9,49,13.0,2018,5,1
4,500,7,11,7.0,2018,11,2
4,430,7,49,11.0,2018,11,2
1,425,14,49,6.0,2018,5,1
1,428,9,49,8.0,2018,5,1
1,424,1,49,30.0,2018,5,1
4,490,7,11,9.0,2018,11,2
1,431,14,49,1.0,2018,5,1
1,430,14,49,3.0,2018,5,1
1,424,14,49,2.0,2018,5,1
1,429,14,49,1.0,2018,5,1
4,480,7,11,10.0,2018,11,2
4,1143,7,49,10.0,2018,11,2
4,470,7,11,4.0,2018,11,2
4,460,7,11,9.0,2018,11,2
4,450,7,11,9.0,2018,11,2
4,427,7,49,1.0,2018,11,2
4,420,15,49,48.0,2018,6,1
4,435,9,49,16.0,2018,6,1
4,428,14,49,2.0,2018,6,1
4,428,9,49,9.0,2018,6,1
4,424,1,49,19.0,2018,6,1
4,430,14,49,4.0,2018,6,1
4,424,14,49,2.0,2018,6,1
4,426,6,49,1.0,2018,6,1
4,425,14,49,6.0,2018,6,1
4,300,7,11,1.0,2018,11,2
4,429,14,49,2.0,2018,6,1
1,426,7,49,3.0,2018,10,2
1,330,7,11,1.0,2018,10,2
1,310,7,11,1.0,2018,10,2
1,300,7,11,1.0,2018,10,2
6,426,7,49,23.0,2018,9,2
6,424,4,49,1.0,2018,7,1
6,425,11,49,2.0,2018,7,1
6,428,2,49,11.0,2018,7,1
6,424,1,49,33.0,2018,7,1
6,540,7,11,11.0,2018,9,2
6,421,7,49,2.0,2018,9,2
6,656,7,11,9.0,2018,9,2
6,655,7,11,11.0,2018,9,2
6,428,9,49,4.0,2018,7,1
6,435,9,49,12.0,2018,7,1
6,435,0,49,1.0,2018,7,1
6,428,0,49,7.0,2018,7,1
6,420,15,49,15.0,2018,7,1
6,424,14,49,4.0,2018,7,1
6,425,14,49,6.0,2018,7,1
6,429,14,49,2.0,2018,7,1
6,430,14,49,1.0,2018,7,1
6,654,7,11,10.0,2018,9,2
6,653,7,11,10.0,2018,9,2
6,652,7,11,10.0,2018,9,2
6,651,7,11,11.0,2018,9,2
6,650,7,11,10.0,2018,9,2
6,640,7,11,10.0,2018,9,2
2,428,0,49,5.0,2018,8,1
2,428,2,49,4.0,2018,8,1
6,630,7,11,10.0,2018,9,2
2,420,15,49,42.0,2018,8,1
6,620,7,11,10.0,2018,9,2
6,610,7,11,6.0,2018,9,2
6,424,7,49,4.0,2018,9,2
2,425,14,49,7.0,2018,8,1
2,424,1,49,31.0,2018,8,1
2,435,9,49,28.0,2018,8,1
6,600,7,11,10.0,2018,9,2
2,425,11,49,4.0,2018,8,1
2,435,0,49,3.0,2018,8,1
2,424,14,49,4.0,2018,8,1
2,428,9,49,6.0,2018,8,1
2,429,14,49,2.0,2018,8,1
2,430,14,49,2.0,2018,8,1
6,590,7,11,9.0,2018,9,2
6,580,7,11,9.0,2018,9,2
6,570,7,11,9.0,2018,9,2
6,560,7,11,9.0,2018,9,2
6,550,7,11,10.0,2018,9,2
6,530,7,11,11.0,2018,9,2
5,435,9,49,15.0,2018,9,1
6,520,7,11,11.0,2018,9,2
6,425,7,49,1.0,2018,9,2
6,510,7,11,11.0,2018,9,2
6,500,7,11,10.0,2018,9,2
6,490,7,11,11.0,2018,9,2
6,480,7,11,9.0,2018,9,2
6,470,7,11,11.0,2018,9,2
6,460,7,11,10.0,2018,9,2
6,450,7,11,9.0,2018,9,2
6,1144,7,49,13.0,2018,9,2
6,440,7,11,5.0,2018,9,2
6,429,7,11,10.0,2018,9,2
5,424,14,49,3.0,2018,9,1
6,420,7,11,9.0,2018,9,2
6,1143,7,49,9.0,2018,9,2
5,429,14,49,2.0,2018,9,1
6,410,7,11,10.0,2018,9,2
6,400,7,11,8.0,2018,9,2
6,390,7,11,6.0,2018,9,2
6,427,7,49,12.0,2018,9,2
6,330,7,11,1.0,2018,9,2
6,300,7,11,1.0,2018,9,2
5,435,0,49,1.0,2018,9,1
5,424,1,49,30.0,2018,9,1
5,433,2,49,1.0,2018,9,1
5,428,2,49,12.0,2018,9,1
5,420,15,49,50.0,2018,9,1
5,428,0,49,11.0,2018,9,1
5,425,11,49,2.0,2018,9,1
5,425,14,49,2.0,2018,9,1
5,428,9,49,7.0,2018,9,1
3,426,7,49,24.0,2018,8,2
3,428,7,49,2.0,2018,8,2
3,630,7,11,1.0,2018,8,2
3,620,7,11,11.0,2018,8,2
3,427,7,49,20.0,2018,8,2
3,610,7,11,11.0,2018,8,2
3,600,7,11,10.0,2018,8,2
0,435,9,49,10.0,2018,10,1
3,590,7,11,10.0,2018,8,2
3,580,7,11,8.0,2018,8,2
3,570,7,11,11.0,2018,8,2
3,560,7,11,6.0,2018,8,2
3,510,7,11,11.0,2018,8,2
3,540,7,11,2.0,2018,8,2
3,530,7,11,11.0,2018,8,2
3,520,7,11,3.0,2018,8,2
0,426,4,49,1.0,2018,10,1
3,500,7,11,9.0,2018,8,2
3,490,7,11,11.0,2018,8,2
3,480,7,11,9.0,2018,8,2
3,470,7,11,11.0,2018,8,2
3,460,7,11,9.0,2018,8,2
3,1143,7,49,2.0,2018,8,2
3,430,7,49,1.0,2018,8,2
0,432,0,49,9.0,2018,10,1
0,429,14,49,2.0,2018,10,1
3,1147,7,49,1.0,2018,8,2
0,428,0,49,4.0,2018,10,1
0,424,1,49,34.0,2018,10,1
0,428,2,49,15.0,2018,10,1
0,420,15,49,46.0,2018,10,1
0,424,14,49,1.0,2018,10,1
0,425,14,49,14.0,2018,10,1
0,425,11,49,1.0,2018,10,1
0,428,9,49,10.0,2018,10,1
3,450,7,11,11.0,2018,8,2
3,440,7,11,10.0,2018,8,2
0,435,0,49,3.0,2018,10,1
3,429,7,11,9.0,2018,8,2
3,433,7,49,1.0,2018,8,2
3,420,7,11,9.0,2018,8,2
3,410,7,11,8.0,2018,8,2
3,390,7,11,1.0,2018,8,2
3,300,7,11,1.0,2018,8,2
3,429,1,49,1.0,2018,11,1
0,420,7,49,1.0,2018,7,2
0,426,7,49,25.0,2018,7,2
0,580,7,11,9.0,2018,7,2
0,590,7,11,1.0,2018,7,2
0,570,7,11,12.0,2018,7,2
3,435,9,49,25.0,2018,11,1
0,560,7,11,10.0,2018,7,2
3,426,4,49,1.0,2018,11,1
0,550,7,11,8.0,2018,7,2
0,540,7,11,11.0,2018,7,2
0,530,7,11,4.0,2018,7,2
0,520,7,11,1.0,2018,7,2
0,510,7,11,8.0,2018,7,2
0,500,7,11,10.0,2018,7,2
0,490,7,11,10.0,2018,7,2
3,426,6,49,1.0,2018,11,1
3,425,14,49,8.0,2018,11,1
3,424,1,49,30.0,2018,11,1
3,424,14,49,7.0,2018,11,1
0,1144,7,49,23.0,2018,7,2
3,428,2,49,19.0,2018,11,1
3,420,15,49,48.0,2018,11,1
0,480,7,11,10.0,2018,7,2
3,428,0,49,12.0,2018,11,1
3,435,0,49,3.0,2018,11,1
3,428,9,49,1.0,2018,11,1
0,470,7,11,7.0,2018,7,2
0,460,7,11,7.0,2018,7,2
0,1143,7,49,9.0,2018,7,2
0,450,7,11,9.0,2018,7,2
0,440,7,11,8.0,2018,7,2
0,427,7,49,14.0,2018,7,2
0,429,7,11,8.0,2018,7,2
0,420,7,11,9.0,2018,7,2
0,410,7,11,10.0,2018,7,2
0,400,7,11,5.0,2018,7,2
0,350,7,11,1.0,2018,7,2
0,300,7,11,1.0,2018,7,2
0,390,7,11,1.0,2018,7,2
5,426,7,49,12.0,2018,6,2
5,580,7,11,4.0,2018,6,2
5,428,7,49,2.0,2018,6,2
5,435,9,49,25.0,2018,12,1
5,570,7,11,9.0,2018,6,2
5,560,7,11,11.0,2018,6,2
5,550,7,11,5.0,2018,6,2
5,540,7,11,8.0,2018,6,2
5,530,7,11,7.0,2018,6,2
5,520,7,11,11.0,2018,6,2
5,510,7,11,11.0,2018,6,2
5,490,7,11,10.0,2018,6,2
5,424,14,49,9.0,2018,12,1
5,500,7,11,11.0,2018,6,2
5,480,7,11,10.0,2018,6,2
5,470,7,11,10.0,2018,6,2
5,460,7,11,11.0,2018,6,2
5,450,7,11,11.0,2018,6,2
5,427,7,49,3.0,2018,6,2
5,1143,7,49,5.0,2018,6,2
5,440,7,11,11.0,2018,6,2
5,429,7,11,11.0,2018,6,2
5,420,7,11,10.0,2018,6,2
5,410,7,11,9.0,2018,6,2
5,424,1,49,33.0,2018,12,1
5,426,6,49,1.0,2018,12,1
5,420,15,49,47.0,2018,12,1
5,428,2,49,16.0,2018,12,1
5,429,14,49,2.0,2018,12,1
5,425,14,49,6.0,2018,12,1
5,428,0,49,11.0,2018,12,1
5,425,11,49,1.0,2018,12,1
5,428,9,49,1.0,2018,12,1
5,400,7,11,11.0,2018,6,2
5,390,7,11,5.0,2018,6,2
5,350,7,11,1.0,2018,6,2
5,300,7,11,2.0,2018,6,2
5,300,6,11,1.0,2018,1,13
5,435,9,49,18.0,2018,1,13
5,424,14,49,7.0,2018,1,13
5,426,6,49,1.0,2018,1,13
5,424,1,49,31.0,2018,1,13
5,420,15,49,47.0,2018,1,13
5,425,11,49,1.0,2018,1,13
5,431,14,49,1.0,2018,1,13
5,425,14,49,10.0,2018,1,13
5,428,2,49,1.0,2018,1,13
5,428,0,49,20.0,2018,1,13
5,435,0,49,2.0,2018,1,13
2,426,7,49,19.0,2018,5,2
2,300,7,11,3.0,2018,5,2
2,425,7,49,1.0,2018,5,2
2,640,7,11,10.0,2018,5,2
6,435,9,49,30.0,2018,1,14
2,630,7,11,12.0,2018,5,2
2,620,7,11,9.0,2018,5,2
2,610,7,11,10.0,2018,5,2
2,600,7,11,9.0,2018,5,2
2,590,7,11,5.0,2018,5,2
2,580,7,11,11.0,2018,5,2
2,422,7,49,4.0,2018,5,2
2,570,7,11,10.0,2018,5,2
2,560,7,11,10.0,2018,5,2
2,550,7,11,12.0,2018,5,2
2,540,7,11,4.0,2018,5,2
2,530,7,11,10.0,2018,5,2
2,520,7,11,10.0,2018,5,2
2,510,7,11,11.0,2018,5,2
6,320,6,11,1.0,2018,1,14
6,424,1,49,33.0,2018,1,14
6,390,4,11,1.0,2018,1,14
6,424,14,49,4.0,2018,1,14
6,420,15,49,47.0,2018,1,14
6,300,6,11,2.0,2018,1,14
6,425,11,49,1.0,2018,1,14
6,426,4,49,1.0,2018,1,14
6,425,14,49,7.0,2018,1,14
6,428,2,49,5.0,2018,1,14
6,435,0,49,1.0,2018,1,14
6,428,0,49,6.0,2018,1,14
2,500,7,11,9.0,2018,5,2
2,490,7,11,11.0,2018,5,2
2,1143,7,49,17.0,2018,5,2
2,480,7,11,8.0,2018,5,2
0,425,14,49,7.0,2018,1,15
0,424,14,49,4.0,2018,1,15
0,428,14,49,1.0,2018,1,15
0,424,1,49,32.0,2018,1,15
0,420,15,49,47.0,2018,1,15
0,428,2,49,2.0,2018,1,15
0,424,11,49,1.0,2018,1,15
0,434,14,49,2.0,2018,1,15
0,435,9,49,17.0,2018,1,15
0,429,14,49,1.0,2018,1,15
0,428,0,49,6.0,2018,1,15
2,470,7,11,10.0,2018,5,2
2,427,7,49,10.0,2018,5,2
2,460,7,11,9.0,2018,5,2
2,450,7,11,11.0,2018,5,2
2,440,7,11,5.0,2018,5,2
1,424,4,49,1.0,2018,1,16
2,429,7,11,10.0,2018,5,2
2,320,7,11,1.0,2018,5,2
1,425,14,49,9.0,2018,1,16
1,429,14,49,3.0,2018,1,16
1,435,9,49,24.0,2018,1,16
1,424,1,49,31.0,2018,1,16
1,434,14,49,1.0,2018,1,16
1,426,6,49,1.0,2018,1,16
1,420,15,49,47.0,2018,1,16
1,370,6,11,2.0,2018,1,16
1,424,14,49,3.0,2018,1,16
1,428,2,49,2.0,2018,1,16
1,428,0,49,4.0,2018,1,16
0,668,7,11,3.0,2018,4,2
0,426,7,49,4.0,2018,4,2
2,435,9,49,31.0,2018,1,17
0,433,7,49,2.0,2018,4,2
2,422,4,49,1.0,2018,1,17
0,669,7,11,1.0,2018,4,2
0,667,7,11,4.0,2018,4,2
0,666,7,11,9.0,2018,4,2
0,428,7,49,3.0,2018,4,2
0,665,7,11,11.0,2018,4,2
0,664,7,11,8.0,2018,4,2
0,663,7,11,10.0,2018,4,2
0,662,7,11,8.0,2018,4,2
0,661,7,11,11.0,2018,4,2
0,660,7,11,11.0,2018,4,2
2,424,14,49,3.0,2018,1,17
2,450,4,11,1.0,2018,1,17
2,425,14,49,10.0,2018,1,17
2,426,4,49,4.0,2018,1,17
2,424,4,49,8.0,2018,1,17
2,424,1,49,32.0,2018,1,17
2,434,14,49,1.0,2018,1,17
2,420,0,49,1.0,2018,1,17
2,420,15,49,46.0,2018,1,17
2,360,6,11,2.0,2018,1,17
2,350,6,11,1.0,2018,1,17
0,659,7,11,11.0,2018,4,2
2,435,0,49,5.0,2018,1,17
2,428,2,49,7.0,2018,1,17
2,370,6,11,1.0,2018,1,17
2,429,14,49,3.0,2018,1,17
2,433,2,49,1.0,2018,1,17
2,430,14,49,1.0,2018,1,17
0,658,7,11,11.0,2018,4,2
0,657,7,11,10.0,2018,4,2
0,656,7,11,7.0,2018,4,2
0,655,7,11,8.0,2018,4,2
0,653,7,11,10.0,2018,4,2
0,654,7,11,11.0,2018,4,2
0,651,7,11,12.0,2018,4,2
0,652,7,11,11.0,2018,4,2
0,650,7,11,11.0,2018,4,2
0,640,7,11,11.0,2018,4,2
0,630,7,11,11.0,2018,4,2
0,620,7,11,10.0,2018,4,2
0,610,7,11,4.0,2018,4,2
0,600,7,11,1.0,2018,4,2
0,500,7,11,9.0,2018,4,2
0,510,7,11,1.0,2018,4,2
0,490,7,11,10.0,2018,4,2
0,480,7,11,8.0,2018,4,2
3,428,0,49,2.0,2018,1,18
0,470,7,11,3.0,2018,4,2
0,460,7,11,11.0,2018,4,2
0,1143,7,49,24.0,2018,4,2
0,450,7,11,6.0,2018,4,2
0,440,7,11,5.0,2018,4,2
0,429,7,11,11.0,2018,4,2
0,420,7,11,11.0,2018,4,2
3,424,4,49,4.0,2018,1,18
0,410,7,11,7.0,2018,4,2
0,350,7,11,1.0,2018,4,2
0,300,7,11,2.0,2018,4,2
3,424,14,49,8.0,2018,1,18
3,426,4,49,4.0,2018,1,18
3,424,1,49,21.0,2018,1,18
4,426,7,49,4.0,2018,3,2
4,421,7,49,5.0,2018,3,2
4,640,7,11,1.0,2018,3,2
3,434,14,49,1.0,2018,1,18
3,425,14,49,8.0,2018,1,18
3,435,0,49,8.0,2018,1,18
4,340,7,11,6.0,2018,3,2
